District,Mandal,Date,Min Temp (°C),Max Temp (°C)
Adilabad,Adilabad Rural,01-Jun-22,32.3,42.2
Adilabad,Adilabad Rural,02-Jun-22,30.0,43.0
Adilabad,Adilabad Rural,03-Jun-22,33.6,44.5
Adilabad,Adilabad Rural,04-Jun-22,34.1,44.6
Adilabad,Adilabad Rural,05-Jun-22,32.3,40.8
Adilabad,Adilabad Rural,06-Jun-22,31.9,37.2
Adilabad,Adilabad Rural,07-Jun-22,32.1,42.8
Adilabad,Adilabad Rural,08-Jun-22,32.6,44.6
Adilabad,Adilabad Rural,09-Jun-22,29.6,44.9
Adilabad,Adilabad Rural,10-Jun-22,30.5,42.2
Adilabad,Adilabad Rural,11-Jun-22,28.4,42.7
Adilabad,Adilabad Rural,12-Jun-22,27.0,41.3
Adilabad,Adilabad Rural,13-Jun-22,28.1,35.3
Adilabad,Adilabad Rural,14-Jun-22,27.1,40.1
Adilabad,Adilabad Rural,15-Jun-22,25.4,36.5
Adilabad,Adilabad Rural,16-Jun-22,23.2,36.7
Adilabad,Adilabad Rural,17-Jun-22,24.8,33.7
Adilabad,Adilabad Rural,18-Jun-22,27.2,35.9
Adilabad,Adilabad Rural,19-Jun-22,27.5,37.0
Adilabad,Adilabad Rural,20-Jun-22,25.6,33.4
Adilabad,Adilabad Rural,21-Jun-22,23.8,34.3
Adilabad,Adilabad Rural,22-Jun-22,23.8,33.5
Adilabad,Adilabad Rural,23-Jun-22,24.7,34.3
Adilabad,Adilabad Rural,24-Jun-22,24.3,35.3
Adilabad,Adilabad Rural,25-Jun-22,23.0,32.7
Adilabad,Adilabad Rural,26-Jun-22,24.6,32.9
Adilabad,Adilabad Rural,27-Jun-22,25.5,31.4
Adilabad,Adilabad Rural,28-Jun-22,25.2,34.9
Adilabad,Adilabad Rural,29-Jun-22,25.9,34.0
Adilabad,Adilabad Rural,30-Jun-22,26.5,35.2
Adilabad,Adilabad Urban,01-Jun-22,31.0,42.5
Adilabad,Adilabad Urban,02-Jun-22,27.0,42.6
Adilabad,Adilabad Urban,03-Jun-22,32.2,45.3
Adilabad,Adilabad Urban,04-Jun-22,32.4,45.0
Adilabad,Adilabad Urban,05-Jun-22,25.4,38.5
Adilabad,Adilabad Urban,06-Jun-22,30.2,35.0
Adilabad,Adilabad Urban,07-Jun-22,28.8,43.1
Adilabad,Adilabad Urban,08-Jun-22,31.4,44.5
Adilabad,Adilabad Urban,09-Jun-22,28.1,44.7
Adilabad,Adilabad Urban,10-Jun-22,28.5,41.6
Adilabad,Adilabad Urban,11-Jun-22,25.8,42.9
Adilabad,Adilabad Urban,12-Jun-22,23.8,41.7
Adilabad,Adilabad Urban,13-Jun-22,24.9,36.5
Adilabad,Adilabad Urban,14-Jun-22,24.8,39.0
Adilabad,Adilabad Urban,15-Jun-22,27.1,38.9
Adilabad,Adilabad Urban,16-Jun-22,25.2,37.4
Adilabad,Adilabad Urban,17-Jun-22,23.6,37.0
Adilabad,Adilabad Urban,18-Jun-22,25.9,36.8
Adilabad,Adilabad Urban,19-Jun-22,26.3,37.7
Adilabad,Adilabad Urban,20-Jun-22,26.1,34.1
Adilabad,Adilabad Urban,21-Jun-22,24.5,37.0
Adilabad,Adilabad Urban,22-Jun-22,23.7,33.8
Adilabad,Adilabad Urban,23-Jun-22,24.9,34.6
Adilabad,Adilabad Urban,24-Jun-22,25.1,37.8
Adilabad,Adilabad Urban,25-Jun-22,23.0,32.9
Adilabad,Adilabad Urban,26-Jun-22,23.8,32.8
Adilabad,Adilabad Urban,27-Jun-22,25.8,32.6
Adilabad,Adilabad Urban,28-Jun-22,25.8,34.5
Adilabad,Adilabad Urban,29-Jun-22,26.0,32.8
Adilabad,Adilabad Urban,30-Jun-22,24.9,36.2
Adilabad,Bazarhathnoor,01-Jun-22,28.2,38.6
Adilabad,Bazarhathnoor,02-Jun-22,24.8,37.5
Adilabad,Bazarhathnoor,03-Jun-22,27.9,40.5
Adilabad,Bazarhathnoor,04-Jun-22,28.9,40.8
Adilabad,Bazarhathnoor,05-Jun-22,29.4,36.0
Adilabad,Bazarhathnoor,06-Jun-22,26.9,34.6
Adilabad,Bazarhathnoor,07-Jun-22,29.6,37.5
Adilabad,Bazarhathnoor,08-Jun-22,30.0,40.7
Adilabad,Bazarhathnoor,09-Jun-22,23.7,40.8
Adilabad,Bazarhathnoor,10-Jun-22,27.0,36.0
Adilabad,Bazarhathnoor,11-Jun-22,26.9,38.5
Adilabad,Bazarhathnoor,12-Jun-22,23.1,36.7
Adilabad,Bazarhathnoor,13-Jun-22,24.3,33.7
Adilabad,Bazarhathnoor,14-Jun-22,23.7,35.5
Adilabad,Bazarhathnoor,15-Jun-22,23.8,35.0
Adilabad,Bazarhathnoor,16-Jun-22,23.5,33.3
Adilabad,Bazarhathnoor,17-Jun-22,22.8,32.7
Adilabad,Bazarhathnoor,18-Jun-22,24.3,32.9
Adilabad,Bazarhathnoor,19-Jun-22,24.6,34.5
Adilabad,Bazarhathnoor,20-Jun-22,24.8,31.8
Adilabad,Bazarhathnoor,21-Jun-22,23.3,33.9
Adilabad,Bazarhathnoor,22-Jun-22,22.1,29.8
Adilabad,Bazarhathnoor,23-Jun-22,23.3,31.7
Adilabad,Bazarhathnoor,24-Jun-22,23.5,32.9
Adilabad,Bazarhathnoor,25-Jun-22,22.3,29.8
Adilabad,Bazarhathnoor,26-Jun-22,22.1,30.1
Adilabad,Bazarhathnoor,27-Jun-22,24.2,31.0
Adilabad,Bazarhathnoor,28-Jun-22,24.1,31.8
Adilabad,Bazarhathnoor,29-Jun-22,24.8,31.2
Adilabad,Bazarhathnoor,30-Jun-22,25.7,32.8
Adilabad,Bela,01-Jun-22,31.5,41.8
Adilabad,Bela,02-Jun-22,29.8,43.2
Adilabad,Bela,03-Jun-22,33.3,44.5
Adilabad,Bela,04-Jun-22,33.7,44.9
Adilabad,Bela,05-Jun-22,32.1,40.1
Adilabad,Bela,06-Jun-22,32.5,37.8
Adilabad,Bela,07-Jun-22,31.8,42.9
Adilabad,Bela,08-Jun-22,32.2,44.8
Adilabad,Bela,09-Jun-22,28.5,43.4
Adilabad,Bela,10-Jun-22,29.6,41.2
Adilabad,Bela,11-Jun-22,25.2,42.5
Adilabad,Bela,12-Jun-22,25.0,40.3
Adilabad,Bela,13-Jun-22,26.9,35.6
Adilabad,Bela,14-Jun-22,24.5,38.9
Adilabad,Bela,15-Jun-22,27.3,37.3
Adilabad,Bela,16-Jun-22,25.6,36.5
Adilabad,Bela,17-Jun-22,24.9,34.4
Adilabad,Bela,18-Jun-22,27.0,35.1
Adilabad,Bela,19-Jun-22,27.1,39.0
Adilabad,Bela,20-Jun-22,26.9,34.5
Adilabad,Bela,21-Jun-22,25.5,35.8
Adilabad,Bela,22-Jun-22,24.4,30.9
Adilabad,Bela,23-Jun-22,26.3,34.6
Adilabad,Bela,24-Jun-22,25.5,37.4
Adilabad,Bela,25-Jun-22,24.4,33.9
Adilabad,Bela,26-Jun-22,25.8,32.3
Adilabad,Bela,27-Jun-22,26.7,31.7
Adilabad,Bela,28-Jun-22,26.4,34.7
Adilabad,Bela,29-Jun-22,27.6,34.9
Adilabad,Bela,30-Jun-22,26.1,36.4
Adilabad,Bheempoor,01-Jun-22,30.9,39.4
Adilabad,Bheempoor,02-Jun-22,27.9,42.2
Adilabad,Bheempoor,03-Jun-22,32.2,43.4
Adilabad,Bheempoor,04-Jun-22,32.1,42.8
Adilabad,Bheempoor,05-Jun-22,31.1,36.8
Adilabad,Bheempoor,06-Jun-22,29.3,36.5
Adilabad,Bheempoor,07-Jun-22,32.1,42.3
Adilabad,Bheempoor,08-Jun-22,32.0,42.8
Adilabad,Bheempoor,09-Jun-22,28.8,42.8
Adilabad,Bheempoor,10-Jun-22,29.7,40.6
Adilabad,Bheempoor,11-Jun-22,26.7,40.8
Adilabad,Bheempoor,12-Jun-22,24.4,40.0
Adilabad,Bheempoor,13-Jun-22,26.9,34.9
Adilabad,Bheempoor,14-Jun-22,28.4,37.6
Adilabad,Bheempoor,15-Jun-22,27.8,36.9
Adilabad,Bheempoor,16-Jun-22,24.8,36.7
Adilabad,Bheempoor,17-Jun-22,24.9,34.8
Adilabad,Bheempoor,18-Jun-22,26.1,35.3
Adilabad,Bheempoor,19-Jun-22,25.0,37.4
Adilabad,Bheempoor,20-Jun-22,25.6,32.8
Adilabad,Bheempoor,21-Jun-22,25.5,35.1
Adilabad,Bheempoor,22-Jun-22,24.3,32.3
Adilabad,Bheempoor,23-Jun-22,25.5,33.8
Adilabad,Bheempoor,24-Jun-22,25.2,36.1
Adilabad,Bheempoor,25-Jun-22,24.5,33.0
Adilabad,Bheempoor,26-Jun-22,25.3,33.2
Adilabad,Bheempoor,27-Jun-22,26.6,31.9
Adilabad,Bheempoor,28-Jun-22,26.3,33.5
Adilabad,Bheempoor,29-Jun-22,26.6,33.3
Adilabad,Bheempoor,30-Jun-22,26.2,35.6
Adilabad,Boath,01-Jun-22,28.8,39.9
Adilabad,Boath,02-Jun-22,27.2,38.7
Adilabad,Boath,03-Jun-22,29.0,41.7
Adilabad,Boath,04-Jun-22,30.0,41.7
Adilabad,Boath,05-Jun-22,29.6,37.7
Adilabad,Boath,06-Jun-22,30.2,36.9
Adilabad,Boath,07-Jun-22,30.1,38.7
Adilabad,Boath,08-Jun-22,30.4,41.3
Adilabad,Boath,09-Jun-22,24.3,41.6
Adilabad,Boath,10-Jun-22,27.8,36.7
Adilabad,Boath,11-Jun-22,27.6,39.1
Adilabad,Boath,12-Jun-22,23.3,38.7
Adilabad,Boath,13-Jun-22,24.9,34.4
Adilabad,Boath,14-Jun-22,23.5,35.9
Adilabad,Boath,15-Jun-22,23.8,36.2
Adilabad,Boath,16-Jun-22,23.7,33.9
Adilabad,Boath,17-Jun-22,23.5,33.7
Adilabad,Boath,18-Jun-22,24.7,34.0
Adilabad,Boath,19-Jun-22,24.8,34.5
Adilabad,Boath,20-Jun-22,25.0,32.9
Adilabad,Boath,21-Jun-22,22.9,34.8
Adilabad,Boath,22-Jun-22,22.4,31.8
Adilabad,Boath,23-Jun-22,23.5,33.0
Adilabad,Boath,24-Jun-22,23.6,33.1
Adilabad,Boath,25-Jun-22,22.2,30.7
Adilabad,Boath,26-Jun-22,22.6,31.3
Adilabad,Boath,27-Jun-22,24.1,31.5
Adilabad,Boath,28-Jun-22,23.6,31.9
Adilabad,Boath,29-Jun-22,25.2,32.9
Adilabad,Boath,30-Jun-22,25.9,33.0
Adilabad,Gadiguda,01-Jun-22,31.2,40.9
Adilabad,Gadiguda,02-Jun-22,30.1,42.1
Adilabad,Gadiguda,03-Jun-22,32.3,43.5
Adilabad,Gadiguda,04-Jun-22,33.7,43.7
Adilabad,Gadiguda,05-Jun-22,32.0,40.0
Adilabad,Gadiguda,06-Jun-22,32.1,37.0
Adilabad,Gadiguda,07-Jun-22,31.9,42.0
Adilabad,Gadiguda,08-Jun-22,32.5,43.1
Adilabad,Gadiguda,09-Jun-22,28.2,42.6
Adilabad,Gadiguda,10-Jun-22,30.3,39.8
Adilabad,Gadiguda,11-Jun-22,25.6,40.6
Adilabad,Gadiguda,12-Jun-22,25.1,38.2
Adilabad,Gadiguda,13-Jun-22,26.5,34.3
Adilabad,Gadiguda,14-Jun-22,25.2,37.6
Adilabad,Gadiguda,15-Jun-22,27.3,36.6
Adilabad,Gadiguda,16-Jun-22,25.3,37.2
Adilabad,Gadiguda,17-Jun-22,24.6,33.0
Adilabad,Gadiguda,18-Jun-22,26.8,34.1
Adilabad,Gadiguda,19-Jun-22,26.8,37.1
Adilabad,Gadiguda,20-Jun-22,26.6,34.5
Adilabad,Gadiguda,21-Jun-22,25.2,35.0
Adilabad,Gadiguda,22-Jun-22,24.1,30.4
Adilabad,Gadiguda,23-Jun-22,26.0,35.7
Adilabad,Gadiguda,24-Jun-22,25.3,35.0
Adilabad,Gadiguda,25-Jun-22,24.1,32.3
Adilabad,Gadiguda,26-Jun-22,25.5,32.0
Adilabad,Gadiguda,27-Jun-22,26.4,31.1
Adilabad,Gadiguda,28-Jun-22,26.1,33.4
Adilabad,Gadiguda,29-Jun-22,27.5,33.6
Adilabad,Gadiguda,30-Jun-22,25.8,34.6
Adilabad,Gudihathnur,01-Jun-22,30.1,39.5
Adilabad,Gudihathnur,02-Jun-22,29.8,38.9
Adilabad,Gudihathnur,03-Jun-22,31.3,42.1
Adilabad,Gudihathnur,04-Jun-22,32.7,41.8
Adilabad,Gudihathnur,05-Jun-22,31.4,36.8
Adilabad,Gudihathnur,06-Jun-22,30.4,36.6
Adilabad,Gudihathnur,07-Jun-22,30.9,39.7
Adilabad,Gudihathnur,08-Jun-22,31.5,41.9
Adilabad,Gudihathnur,09-Jun-22,26.3,41.6
Adilabad,Gudihathnur,10-Jun-22,29.1,38.3
Adilabad,Gudihathnur,11-Jun-22,28.3,39.1
Adilabad,Gudihathnur,12-Jun-22,24.9,38.0
Adilabad,Gudihathnur,13-Jun-22,25.2,34.6
Adilabad,Gudihathnur,14-Jun-22,24.6,36.6
Adilabad,Gudihathnur,15-Jun-22,25.7,35.4
Adilabad,Gudihathnur,16-Jun-22,23.7,33.7
Adilabad,Gudihathnur,17-Jun-22,24.5,32.9
Adilabad,Gudihathnur,18-Jun-22,26.0,34.5
Adilabad,Gudihathnur,19-Jun-22,26.7,34.8
Adilabad,Gudihathnur,20-Jun-22,25.6,32.4
Adilabad,Gudihathnur,21-Jun-22,24.2,36.4
Adilabad,Gudihathnur,22-Jun-22,23.3,30.4
Adilabad,Gudihathnur,23-Jun-22,25.1,32.8
Adilabad,Gudihathnur,24-Jun-22,24.5,34.9
Adilabad,Gudihathnur,25-Jun-22,23.3,32.6
Adilabad,Gudihathnur,26-Jun-22,23.2,29.6
Adilabad,Gudihathnur,27-Jun-22,25.8,32.4
Adilabad,Gudihathnur,28-Jun-22,25.1,34.0
Adilabad,Gudihathnur,29-Jun-22,26.8,32.9
Adilabad,Gudihathnur,30-Jun-22,26.6,34.4
Adilabad,Ichoda,01-Jun-22,30.8,39.9
Adilabad,Ichoda,02-Jun-22,30.9,40.1
Adilabad,Ichoda,03-Jun-22,32.2,42.8
Adilabad,Ichoda,04-Jun-22,32.4,42.5
Adilabad,Ichoda,05-Jun-22,32.8,38.3
Adilabad,Ichoda,06-Jun-22,31.0,35.9
Adilabad,Ichoda,07-Jun-22,31.8,39.7
Adilabad,Ichoda,08-Jun-22,32.4,42.9
Adilabad,Ichoda,09-Jun-22,27.4,42.0
Adilabad,Ichoda,10-Jun-22,30.2,38.6
Adilabad,Ichoda,11-Jun-22,29.9,40.1
Adilabad,Ichoda,12-Jun-22,25.0,39.0
Adilabad,Ichoda,13-Jun-22,24.5,33.7
Adilabad,Ichoda,14-Jun-22,23.5,36.3
Adilabad,Ichoda,15-Jun-22,24.6,35.7
Adilabad,Ichoda,16-Jun-22,23.3,33.4
Adilabad,Ichoda,17-Jun-22,24.6,33.9
Adilabad,Ichoda,18-Jun-22,25.0,36.2
Adilabad,Ichoda,19-Jun-22,24.8,35.6
Adilabad,Ichoda,20-Jun-22,24.7,32.2
Adilabad,Ichoda,21-Jun-22,23.2,34.1
Adilabad,Ichoda,22-Jun-22,22.4,32.6
Adilabad,Ichoda,23-Jun-22,25.3,32.7
Adilabad,Ichoda,24-Jun-22,23.2,34.2
Adilabad,Ichoda,25-Jun-22,22.8,32.1
Adilabad,Ichoda,26-Jun-22,22.7,31.6
Adilabad,Ichoda,27-Jun-22,25.5,32.1
Adilabad,Ichoda,28-Jun-22,24.8,32.9
Adilabad,Ichoda,29-Jun-22,25.2,32.3
Adilabad,Ichoda,30-Jun-22,25.4,33.5
Adilabad,Inderavelly,01-Jun-22,29.7,39.6
Adilabad,Inderavelly,02-Jun-22,29.3,38.9
Adilabad,Inderavelly,03-Jun-22,30.8,43.0
Adilabad,Inderavelly,04-Jun-22,31.9,42.4
Adilabad,Inderavelly,05-Jun-22,29.1,37.2
Adilabad,Inderavelly,06-Jun-22,29.6,37.2
Adilabad,Inderavelly,07-Jun-22,29.8,41.5
Adilabad,Inderavelly,08-Jun-22,31.2,42.4
Adilabad,Inderavelly,09-Jun-22,25.2,42.5
Adilabad,Inderavelly,10-Jun-22,28.8,39.9
Adilabad,Inderavelly,11-Jun-22,28.6,39.6
Adilabad,Inderavelly,12-Jun-22,24.5,39.6
Adilabad,Inderavelly,13-Jun-22,25.5,34.4
Adilabad,Inderavelly,14-Jun-22,23.6,37.0
Adilabad,Inderavelly,15-Jun-22,25.8,34.9
Adilabad,Inderavelly,16-Jun-22,23.1,34.6
Adilabad,Inderavelly,17-Jun-22,24.9,34.8
Adilabad,Inderavelly,18-Jun-22,26.5,34.7
Adilabad,Inderavelly,19-Jun-22,26.8,35.2
Adilabad,Inderavelly,20-Jun-22,25.2,32.9
Adilabad,Inderavelly,21-Jun-22,23.5,34.3
Adilabad,Inderavelly,22-Jun-22,23.5,31.0
Adilabad,Inderavelly,23-Jun-22,25.0,32.8
Adilabad,Inderavelly,24-Jun-22,24.0,34.8
Adilabad,Inderavelly,25-Jun-22,23.1,31.2
Adilabad,Inderavelly,26-Jun-22,23.5,30.0
Adilabad,Inderavelly,27-Jun-22,25.3,30.7
Adilabad,Inderavelly,28-Jun-22,24.7,33.7
Adilabad,Inderavelly,29-Jun-22,26.7,33.1
Adilabad,Inderavelly,30-Jun-22,26.2,34.0
Adilabad,Jainad,01-Jun-22,30.9,42.5
Adilabad,Jainad,02-Jun-22,27.0,43.2
Adilabad,Jainad,03-Jun-22,32.8,45.4
Adilabad,Jainad,04-Jun-22,32.4,45.1
Adilabad,Jainad,05-Jun-22,31.1,41.1
Adilabad,Jainad,06-Jun-22,31.7,38.6
Adilabad,Jainad,07-Jun-22,30.8,44.0
Adilabad,Jainad,08-Jun-22,32.4,45.1
Adilabad,Jainad,09-Jun-22,29.0,45.2
Adilabad,Jainad,10-Jun-22,30.1,42.3
Adilabad,Jainad,11-Jun-22,27.2,43.3
Adilabad,Jainad,12-Jun-22,25.6,41.9
Adilabad,Jainad,13-Jun-22,27.6,37.2
Adilabad,Jainad,14-Jun-22,26.9,40.4
Adilabad,Jainad,15-Jun-22,28.4,36.8
Adilabad,Jainad,16-Jun-22,25.9,38.4
Adilabad,Jainad,17-Jun-22,25.4,36.5
Adilabad,Jainad,18-Jun-22,26.6,36.7
Adilabad,Jainad,19-Jun-22,27.2,39.1
Adilabad,Jainad,20-Jun-22,27.6,35.0
Adilabad,Jainad,21-Jun-22,26.0,37.5
Adilabad,Jainad,22-Jun-22,25.1,32.9
Adilabad,Jainad,23-Jun-22,26.9,36.4
Adilabad,Jainad,24-Jun-22,26.3,37.7
Adilabad,Jainad,25-Jun-22,24.8,34.5
Adilabad,Jainad,26-Jun-22,25.9,33.7
Adilabad,Jainad,27-Jun-22,27.1,34.4
Adilabad,Jainad,28-Jun-22,27.1,36.5
Adilabad,Jainad,29-Jun-22,27.4,35.7
Adilabad,Jainad,30-Jun-22,26.3,37.4
Adilabad,Mavala,01-Jun-22,31.0,41.7
Adilabad,Mavala,02-Jun-22,27.0,41.8
Adilabad,Mavala,03-Jun-22,32.4,44.8
Adilabad,Mavala,04-Jun-22,32.9,44.4
Adilabad,Mavala,05-Jun-22,30.7,37.6
Adilabad,Mavala,06-Jun-22,31.2,36.3
Adilabad,Mavala,07-Jun-22,30.1,42.3
Adilabad,Mavala,08-Jun-22,31.4,44.1
Adilabad,Mavala,09-Jun-22,28.1,44.3
Adilabad,Mavala,10-Jun-22,28.5,40.5
Adilabad,Mavala,11-Jun-22,25.9,42.6
Adilabad,Mavala,12-Jun-22,24.1,41.5
Adilabad,Mavala,13-Jun-22,25.7,35.1
Adilabad,Mavala,14-Jun-22,26.4,38.7
Adilabad,Mavala,15-Jun-22,27.1,37.3
Adilabad,Mavala,16-Jun-22,25.7,36.3
Adilabad,Mavala,17-Jun-22,23.6,35.6
Adilabad,Mavala,18-Jun-22,25.9,36.2
Adilabad,Mavala,19-Jun-22,26.3,37.0
Adilabad,Mavala,20-Jun-22,26.1,33.3
Adilabad,Mavala,21-Jun-22,24.5,36.0
Adilabad,Mavala,22-Jun-22,23.7,33.5
Adilabad,Mavala,23-Jun-22,24.9,34.7
Adilabad,Mavala,24-Jun-22,25.2,37.8
Adilabad,Mavala,25-Jun-22,23.4,32.6
Adilabad,Mavala,26-Jun-22,23.8,32.6
Adilabad,Mavala,27-Jun-22,25.8,32.9
Adilabad,Mavala,28-Jun-22,25.8,34.5
Adilabad,Mavala,29-Jun-22,26.2,32.7
Adilabad,Mavala,30-Jun-22,24.9,36.2
Adilabad,Narnoor,01-Jun-22,28.0,38.1
Adilabad,Narnoor,02-Jun-22,26.9,38.3
Adilabad,Narnoor,03-Jun-22,29.4,40.9
Adilabad,Narnoor,04-Jun-22,30.3,40.5
Adilabad,Narnoor,05-Jun-22,29.7,39.7
Adilabad,Narnoor,06-Jun-22,29.4,37.7
Adilabad,Narnoor,07-Jun-22,29.0,40.0
Adilabad,Narnoor,08-Jun-22,29.6,41.3
Adilabad,Narnoor,09-Jun-22,25.3,40.3
Adilabad,Narnoor,10-Jun-22,27.8,37.6
Adilabad,Narnoor,11-Jun-22,27.9,38.5
Adilabad,Narnoor,12-Jun-22,23.0,36.0
Adilabad,Narnoor,13-Jun-22,25.3,34.0
Adilabad,Narnoor,14-Jun-22,23.6,34.9
Adilabad,Narnoor,15-Jun-22,24.9,34.9
Adilabad,Narnoor,16-Jun-22,22.6,33.5
Adilabad,Narnoor,17-Jun-22,24.4,32.8
Adilabad,Narnoor,18-Jun-22,25.9,33.2
Adilabad,Narnoor,19-Jun-22,26.1,33.6
Adilabad,Narnoor,20-Jun-22,24.2,33.9
Adilabad,Narnoor,21-Jun-22,22.3,32.8
Adilabad,Narnoor,22-Jun-22,22.8,28.5
Adilabad,Narnoor,23-Jun-22,24.6,31.1
Adilabad,Narnoor,24-Jun-22,24.4,32.3
Adilabad,Narnoor,25-Jun-22,22.0,30.8
Adilabad,Narnoor,26-Jun-22,23.2,29.2
Adilabad,Narnoor,27-Jun-22,24.1,29.0
Adilabad,Narnoor,28-Jun-22,23.6,31.4
Adilabad,Narnoor,29-Jun-22,25.0,31.0
Adilabad,Narnoor,30-Jun-22,25.5,32.8
Adilabad,Neradigonda,01-Jun-22,29.0,38.5
Adilabad,Neradigonda,02-Jun-22,29.2,38.5
Adilabad,Neradigonda,03-Jun-22,29.1,41.7
Adilabad,Neradigonda,04-Jun-22,31.4,40.5
Adilabad,Neradigonda,05-Jun-22,30.5,37.3
Adilabad,Neradigonda,06-Jun-22,31.4,37.5
Adilabad,Neradigonda,07-Jun-22,30.8,39.5
Adilabad,Neradigonda,08-Jun-22,31.0,41.6
Adilabad,Neradigonda,09-Jun-22,23.6,42.0
Adilabad,Neradigonda,10-Jun-22,28.6,37.3
Adilabad,Neradigonda,11-Jun-22,28.2,40.0
Adilabad,Neradigonda,12-Jun-22,24.5,38.4
Adilabad,Neradigonda,13-Jun-22,25.0,36.2
Adilabad,Neradigonda,14-Jun-22,24.9,36.7
Adilabad,Neradigonda,15-Jun-22,26.0,36.1
Adilabad,Neradigonda,16-Jun-22,24.4,33.9
Adilabad,Neradigonda,17-Jun-22,24.1,33.7
Adilabad,Neradigonda,18-Jun-22,26.0,34.9
Adilabad,Neradigonda,19-Jun-22,25.9,35.5
Adilabad,Neradigonda,20-Jun-22,26.0,34.1
Adilabad,Neradigonda,21-Jun-22,23.3,33.8
Adilabad,Neradigonda,22-Jun-22,22.6,31.7
Adilabad,Neradigonda,23-Jun-22,24.4,32.9
Adilabad,Neradigonda,24-Jun-22,24.0,33.1
Adilabad,Neradigonda,25-Jun-22,22.3,31.5
Adilabad,Neradigonda,26-Jun-22,22.4,30.2
Adilabad,Neradigonda,27-Jun-22,24.4,32.8
Adilabad,Neradigonda,28-Jun-22,23.6,32.7
Adilabad,Neradigonda,29-Jun-22,25.0,32.0
Adilabad,Neradigonda,30-Jun-22,26.1,34.9
Adilabad,Sirikonda,01-Jun-22,29.6,39.3
Adilabad,Sirikonda,02-Jun-22,29.1,39.7
Adilabad,Sirikonda,03-Jun-22,30.7,42.2
Adilabad,Sirikonda,04-Jun-22,32.1,41.6
Adilabad,Sirikonda,05-Jun-22,26.5,36.5
Adilabad,Sirikonda,06-Jun-22,29.2,36.8
Adilabad,Sirikonda,07-Jun-22,30.1,40.1
Adilabad,Sirikonda,08-Jun-22,31.2,41.3
Adilabad,Sirikonda,09-Jun-22,25.5,41.0
Adilabad,Sirikonda,10-Jun-22,28.4,38.7
Adilabad,Sirikonda,11-Jun-22,28.9,39.3
Adilabad,Sirikonda,12-Jun-22,24.8,38.4
Adilabad,Sirikonda,13-Jun-22,25.8,35.0
Adilabad,Sirikonda,14-Jun-22,23.9,37.3
Adilabad,Sirikonda,15-Jun-22,26.1,35.2
Adilabad,Sirikonda,16-Jun-22,23.6,33.4
Adilabad,Sirikonda,17-Jun-22,25.4,32.3
Adilabad,Sirikonda,18-Jun-22,26.3,33.7
Adilabad,Sirikonda,19-Jun-22,26.7,34.6
Adilabad,Sirikonda,20-Jun-22,25.2,33.0
Adilabad,Sirikonda,21-Jun-22,24.4,34.9
Adilabad,Sirikonda,22-Jun-22,24.3,29.2
Adilabad,Sirikonda,23-Jun-22,25.2,31.7
Adilabad,Sirikonda,24-Jun-22,25.1,33.0
Adilabad,Sirikonda,25-Jun-22,23.9,31.1
Adilabad,Sirikonda,26-Jun-22,23.0,29.9
Adilabad,Sirikonda,27-Jun-22,25.2,30.2
Adilabad,Sirikonda,28-Jun-22,24.6,32.1
Adilabad,Sirikonda,29-Jun-22,26.4,32.9
Adilabad,Sirikonda,30-Jun-22,26.1,33.4
Adilabad,Talamadugu,01-Jun-22,30.5,40.6
Adilabad,Talamadugu,02-Jun-22,30.0,41.0
Adilabad,Talamadugu,03-Jun-22,32.1,42.9
Adilabad,Talamadugu,04-Jun-22,31.9,42.4
Adilabad,Talamadugu,05-Jun-22,29.4,35.8
Adilabad,Talamadugu,06-Jun-22,31.2,35.4
Adilabad,Talamadugu,07-Jun-22,30.6,41.1
Adilabad,Talamadugu,08-Jun-22,30.9,42.5
Adilabad,Talamadugu,09-Jun-22,27.0,42.8
Adilabad,Talamadugu,10-Jun-22,28.7,39.9
Adilabad,Talamadugu,11-Jun-22,26.0,40.0
Adilabad,Talamadugu,12-Jun-22,23.6,39.8
Adilabad,Talamadugu,13-Jun-22,25.5,34.9
Adilabad,Talamadugu,14-Jun-22,24.7,37.4
Adilabad,Talamadugu,15-Jun-22,26.0,36.2
Adilabad,Talamadugu,16-Jun-22,24.3,35.5
Adilabad,Talamadugu,17-Jun-22,24.0,33.6
Adilabad,Talamadugu,18-Jun-22,26.3,35.5
Adilabad,Talamadugu,19-Jun-22,26.6,36.2
Adilabad,Talamadugu,20-Jun-22,26.6,32.5
Adilabad,Talamadugu,21-Jun-22,24.4,36.9
Adilabad,Talamadugu,22-Jun-22,23.4,32.7
Adilabad,Talamadugu,23-Jun-22,24.3,33.3
Adilabad,Talamadugu,24-Jun-22,24.2,34.5
Adilabad,Talamadugu,25-Jun-22,23.1,32.4
Adilabad,Talamadugu,26-Jun-22,23.4,31.7
Adilabad,Talamadugu,27-Jun-22,25.9,32.1
Adilabad,Talamadugu,28-Jun-22,25.4,33.3
Adilabad,Talamadugu,29-Jun-22,26.3,32.8
Adilabad,Talamadugu,30-Jun-22,26.9,34.7
Adilabad,Tamsi,01-Jun-22,30.5,39.8
Adilabad,Tamsi,02-Jun-22,30.4,40.9
Adilabad,Tamsi,03-Jun-22,32.5,42.5
Adilabad,Tamsi,04-Jun-22,32.5,42.4
Adilabad,Tamsi,05-Jun-22,27.8,35.0
Adilabad,Tamsi,06-Jun-22,30.5,33.8
