District,Mandal,Date,Min Temp (°C),Max Temp (°C)
Hanumakonda,Elkathurthi,14-Jul-22,23.1,25.1
Hanumakonda,Elkathurthi,15-Jul-22,25.0,27.1
Hanumakonda,Elkathurthi,16-Jul-22,25.5,31.8
Hanumakonda,Elkathurthi,17-Jul-22,24.5,32.9
Hanumakonda,Elkathurthi,18-Jul-22,23.3,27.1
Hanumakonda,Elkathurthi,19-Jul-22,24.5,30.7
Hanumakonda,Elkathurthi,20-Jul-22,24.3,32.9
Hanumakonda,Elkathurthi,21-Jul-22,23.7,33.0
Hanumakonda,Elkathurthi,22-Jul-22,25.2,29.9
Hanumakonda,Elkathurthi,23-Jul-22,23.7,30.1
Hanumakonda,Elkathurthi,24-Jul-22,24.9,27.7
Hanumakonda,Elkathurthi,25-Jul-22,24.7,30.3
Hanumakonda,Elkathurthi,26-Jul-22,23.3,33.0
Hanumakonda,Elkathurthi,27-Jul-22,23.4,28.7
Hanumakonda,Elkathurthi,28-Jul-22,25.5,34.2
Hanumakonda,Elkathurthi,29-Jul-22,26.0,34.3
Hanumakonda,Elkathurthi,30-Jul-22,25.0,31.9
Hanumakonda,Elkathurthi,31-Jul-22,25.1,33.0
Hanumakonda,Hanumakonda,01-Jul-22,25.7,34.0
Hanumakonda,Hanumakonda,02-Jul-22,25.9,34.5
Hanumakonda,Hanumakonda,03-Jul-22,23.7,32.4
Hanumakonda,Hanumakonda,04-Jul-22,22.7,32.4
Hanumakonda,Hanumakonda,05-Jul-22,24.0,31.2
Hanumakonda,Hanumakonda,06-Jul-22,23.5,32.8
Hanumakonda,Hanumakonda,07-Jul-22,24.9,32.3
Hanumakonda,Hanumakonda,08-Jul-22,24.5,32.4
Hanumakonda,Hanumakonda,09-Jul-22,22.8,26.5
Hanumakonda,Hanumakonda,10-Jul-22,22.4,25.7
Hanumakonda,Hanumakonda,11-Jul-22,22.8,25.1
Hanumakonda,Hanumakonda,12-Jul-22,23.2,25.2
Hanumakonda,Hanumakonda,13-Jul-22,22.7,25.0
Hanumakonda,Hanumakonda,14-Jul-22,22.9,24.8
Hanumakonda,Hanumakonda,15-Jul-22,24.2,26.5
Hanumakonda,Hanumakonda,16-Jul-22,25.2,32.0
Hanumakonda,Hanumakonda,17-Jul-22,23.9,32.2
Hanumakonda,Hanumakonda,18-Jul-22,23.0,26.9
Hanumakonda,Hanumakonda,19-Jul-22,23.7,31.4
Hanumakonda,Hanumakonda,20-Jul-22,24.7,32.5
Hanumakonda,Hanumakonda,21-Jul-22,23.3,32.3
Hanumakonda,Hanumakonda,22-Jul-22,24.8,29.3
Hanumakonda,Hanumakonda,23-Jul-22,22.9,29.0
Hanumakonda,Hanumakonda,24-Jul-22,23.9,26.4
Hanumakonda,Hanumakonda,25-Jul-22,24.1,29.9
Hanumakonda,Hanumakonda,26-Jul-22,23.3,31.0
Hanumakonda,Hanumakonda,27-Jul-22,24.0,29.7
Hanumakonda,Hanumakonda,28-Jul-22,25.1,32.7
Hanumakonda,Hanumakonda,29-Jul-22,25.7,32.8
Hanumakonda,Hanumakonda,30-Jul-22,24.6,32.4
Hanumakonda,Hanumakonda,31-Jul-22,24.9,31.9
Hanumakonda,Hasanparthy,01-Jul-22,25.6,34.4
Hanumakonda,Hasanparthy,02-Jul-22,25.7,33.5
Hanumakonda,Hasanparthy,03-Jul-22,23.7,32.6
Hanumakonda,Hasanparthy,04-Jul-22,22.7,32.5
Hanumakonda,Hasanparthy,05-Jul-22,23.4,31.5
Hanumakonda,Hasanparthy,06-Jul-22,23.6,32.6
Hanumakonda,Hasanparthy,07-Jul-22,24.4,31.4
Hanumakonda,Hasanparthy,08-Jul-22,24.4,32.5
Hanumakonda,Hasanparthy,09-Jul-22,22.5,26.6
Hanumakonda,Hasanparthy,10-Jul-22,22.4,27.8
Hanumakonda,Hasanparthy,11-Jul-22,22.8,28.0
Hanumakonda,Hasanparthy,12-Jul-22,23.2,28.2
Hanumakonda,Hasanparthy,13-Jul-22,22.4,27.6
Hanumakonda,Hasanparthy,14-Jul-22,22.4,27.6
Hanumakonda,Hasanparthy,15-Jul-22,23.2,27.8
Hanumakonda,Hasanparthy,16-Jul-22,24.9,31.9
Hanumakonda,Hasanparthy,17-Jul-22,23.9,32.9
Hanumakonda,Hasanparthy,18-Jul-22,23.0,27.0
Hanumakonda,Hasanparthy,19-Jul-22,23.9,31.5
Hanumakonda,Hasanparthy,20-Jul-22,24.2,32.8
Hanumakonda,Hasanparthy,21-Jul-22,23.2,33.3
Hanumakonda,Hasanparthy,22-Jul-22,24.4,30.6
Hanumakonda,Hasanparthy,23-Jul-22,22.3,29.7
Hanumakonda,Hasanparthy,24-Jul-22,23.3,26.9
Hanumakonda,Hasanparthy,25-Jul-22,23.2,29.9
Hanumakonda,Hasanparthy,26-Jul-22,22.4,31.8
Hanumakonda,Hasanparthy,27-Jul-22,23.1,30.3
Hanumakonda,Hasanparthy,28-Jul-22,24.4,32.8
Hanumakonda,Hasanparthy,29-Jul-22,24.9,34.7
Hanumakonda,Hasanparthy,30-Jul-22,22.8,32.5
Hanumakonda,Hasanparthy,31-Jul-22,23.9,32.3
Hanumakonda,Inole,01-Jul-22,16.7,33.8
Hanumakonda,Inole,02-Jul-22,19.3,33.1
Hanumakonda,Inole,03-Jul-22,23.8,32.2
Hanumakonda,Inole,04-Jul-22,23.2,31.8
Hanumakonda,Inole,05-Jul-22,23.7,31.3
Hanumakonda,Inole,06-Jul-22,23.3,33.1
Hanumakonda,Inole,07-Jul-22,25.0,30.8
Hanumakonda,Inole,08-Jul-22,23.7,32.5
Hanumakonda,Inole,09-Jul-22,22.5,26.0
Hanumakonda,Inole,10-Jul-22,22.7,25.8
Hanumakonda,Inole,11-Jul-22,22.9,25.7
Hanumakonda,Inole,12-Jul-22,23.0,25.3
Hanumakonda,Inole,13-Jul-22,22.8,24.7
Hanumakonda,Inole,14-Jul-22,22.6,25.2
Hanumakonda,Inole,15-Jul-22,25.0,27.9
Hanumakonda,Inole,16-Jul-22,24.9,31.7
Hanumakonda,Inole,17-Jul-22,23.8,32.9
Hanumakonda,Inole,18-Jul-22,23.1,26.9
Hanumakonda,Inole,19-Jul-22,23.8,31.5
Hanumakonda,Inole,20-Jul-22,24.6,33.2
Hanumakonda,Inole,21-Jul-22,22.9,33.1
Hanumakonda,Inole,22-Jul-22,24.7,31.3
Hanumakonda,Inole,23-Jul-22,22.3,29.5
Hanumakonda,Inole,24-Jul-22,23.1,25.8
Hanumakonda,Inole,25-Jul-22,23.5,30.1
Hanumakonda,Inole,26-Jul-22,22.5,32.5
Hanumakonda,Inole,27-Jul-22,23.1,30.4
Hanumakonda,Inole,28-Jul-22,24.3,33.0
Hanumakonda,Inole,29-Jul-22,24.5,34.0
Hanumakonda,Inole,30-Jul-22,24.0,32.8
Hanumakonda,Inole,31-Jul-22,24.0,32.3
Hanumakonda,Kamalapur,01-Jul-22,24.6,33.8
Hanumakonda,Kamalapur,02-Jul-22,25.9,33.8
Hanumakonda,Kamalapur,03-Jul-22,24.1,32.9
Hanumakonda,Kamalapur,04-Jul-22,23.1,31.6
Hanumakonda,Kamalapur,05-Jul-22,23.7,29.4
Hanumakonda,Kamalapur,06-Jul-22,23.9,32.3
Hanumakonda,Kamalapur,07-Jul-22,24.7,30.5
Hanumakonda,Kamalapur,08-Jul-22,24.7,31.7
Hanumakonda,Kamalapur,09-Jul-22,22.9,27.2
Hanumakonda,Kamalapur,10-Jul-22,22.9,25.4
Hanumakonda,Kamalapur,11-Jul-22,23.6,25.9
Hanumakonda,Kamalapur,12-Jul-22,23.6,26.7
Hanumakonda,Kamalapur,13-Jul-22,22.7,25.0
Hanumakonda,Kamalapur,14-Jul-22,22.7,24.9
Hanumakonda,Kamalapur,15-Jul-22,22.9,26.3
Hanumakonda,Kamalapur,16-Jul-22,25.2,31.7
Hanumakonda,Kamalapur,17-Jul-22,24.6,32.9
Hanumakonda,Kamalapur,18-Jul-22,23.5,26.8
Hanumakonda,Kamalapur,19-Jul-22,24.2,30.5
Hanumakonda,Kamalapur,20-Jul-22,24.5,32.8
Hanumakonda,Kamalapur,21-Jul-22,23.6,32.9
Hanumakonda,Kamalapur,22-Jul-22,24.7,30.1
Hanumakonda,Kamalapur,23-Jul-22,23.7,30.0
Hanumakonda,Kamalapur,24-Jul-22,24.9,27.2
Hanumakonda,Kamalapur,25-Jul-22,24.7,29.7
Hanumakonda,Kamalapur,26-Jul-22,24.6,32.1
Hanumakonda,Kamalapur,27-Jul-22,24.2,28.7
Hanumakonda,Kamalapur,28-Jul-22,25.8,33.0
Hanumakonda,Kamalapur,29-Jul-22,25.9,35.0
Hanumakonda,Kamalapur,30-Jul-22,25.1,32.5
Hanumakonda,Kamalapur,31-Jul-22,25.9,32.5
Hanumakonda,Khazipet,01-Jul-22,25.9,36.4
Hanumakonda,Khazipet,02-Jul-22,25.7,33.5
Hanumakonda,Khazipet,03-Jul-22,23.7,34.6
Hanumakonda,Khazipet,04-Jul-22,22.7,32.4
Hanumakonda,Khazipet,05-Jul-22,24.0,33.0
Hanumakonda,Khazipet,06-Jul-22,23.7,33.7
Hanumakonda,Khazipet,07-Jul-22,24.7,32.9
Hanumakonda,Khazipet,08-Jul-22,24.7,34.5
Hanumakonda,Khazipet,09-Jul-22,22.5,28.2
Hanumakonda,Khazipet,10-Jul-22,22.4,26.0
Hanumakonda,Khazipet,11-Jul-22,22.8,27.6
Hanumakonda,Khazipet,12-Jul-22,23.2,27.5
Hanumakonda,Khazipet,13-Jul-22,22.7,27.3
Hanumakonda,Khazipet,14-Jul-22,22.9,26.0
Hanumakonda,Khazipet,15-Jul-22,25.4,26.6
Hanumakonda,Khazipet,16-Jul-22,25.4,32.2
Hanumakonda,Khazipet,17-Jul-22,24.2,33.8
Hanumakonda,Khazipet,18-Jul-22,23.0,27.1
Hanumakonda,Khazipet,19-Jul-22,24.0,32.5
Hanumakonda,Khazipet,20-Jul-22,24.5,34.3
Hanumakonda,Khazipet,21-Jul-22,23.2,34.5
Hanumakonda,Khazipet,22-Jul-22,24.9,32.7
Hanumakonda,Khazipet,23-Jul-22,21.8,31.0
Hanumakonda,Khazipet,24-Jul-22,22.7,25.3
Hanumakonda,Khazipet,25-Jul-22,22.7,30.1
Hanumakonda,Khazipet,26-Jul-22,22.0,33.0
Hanumakonda,Khazipet,27-Jul-22,22.4,31.6
Hanumakonda,Khazipet,28-Jul-22,23.9,32.7
Hanumakonda,Khazipet,29-Jul-22,24.0,33.7
Hanumakonda,Khazipet,30-Jul-22,22.8,32.9
Hanumakonda,Khazipet,31-Jul-22,23.0,33.0
Hanumakonda,Nadikuda,01-Jul-22,26.1,34.2
Hanumakonda,Nadikuda,02-Jul-22,26.0,33.0
Hanumakonda,Nadikuda,03-Jul-22,24.6,32.5
Hanumakonda,Nadikuda,04-Jul-22,23.3,31.1
Hanumakonda,Nadikuda,05-Jul-22,23.8,28.3
Hanumakonda,Nadikuda,06-Jul-22,23.9,31.9
Hanumakonda,Nadikuda,07-Jul-22,24.8,30.4
Hanumakonda,Nadikuda,08-Jul-22,24.5,30.6
Hanumakonda,Nadikuda,09-Jul-22,23.0,26.5
Hanumakonda,Nadikuda,10-Jul-22,22.7,24.9
Hanumakonda,Nadikuda,11-Jul-22,23.1,24.7
Hanumakonda,Nadikuda,12-Jul-22,23.1,25.5
Hanumakonda,Nadikuda,13-Jul-22,22.0,24.6
Hanumakonda,Nadikuda,14-Jul-22,22.6,23.5
Hanumakonda,Nadikuda,15-Jul-22,22.6,25.3
Hanumakonda,Nadikuda,16-Jul-22,25.3,31.9
Hanumakonda,Nadikuda,17-Jul-22,24.9,32.8
Hanumakonda,Nadikuda,18-Jul-22,23.6,26.7
Hanumakonda,Nadikuda,19-Jul-22,24.5,29.5
Hanumakonda,Nadikuda,20-Jul-22,24.9,32.9
Hanumakonda,Nadikuda,21-Jul-22,23.7,32.7
Hanumakonda,Nadikuda,22-Jul-22,24.9,29.3
Hanumakonda,Nadikuda,23-Jul-22,23.8,29.6
Hanumakonda,Nadikuda,24-Jul-22,24.9,26.9
Hanumakonda,Nadikuda,25-Jul-22,24.6,29.3
Hanumakonda,Nadikuda,26-Jul-22,23.8,31.4
Hanumakonda,Nadikuda,27-Jul-22,24.8,28.7
Hanumakonda,Nadikuda,28-Jul-22,24.5,32.7
Hanumakonda,Nadikuda,29-Jul-22,25.9,33.6
Hanumakonda,Nadikuda,30-Jul-22,24.0,32.2
Hanumakonda,Nadikuda,31-Jul-22,25.9,32.8
Hanumakonda,Parkal,01-Jul-22,25.7,33.0
Hanumakonda,Parkal,02-Jul-22,25.9,32.9
Hanumakonda,Parkal,03-Jul-22,24.2,31.9
Hanumakonda,Parkal,04-Jul-22,23.4,30.5
Hanumakonda,Parkal,05-Jul-22,23.7,28.9
Hanumakonda,Parkal,06-Jul-22,24.0,32.9
Hanumakonda,Parkal,07-Jul-22,24.5,30.2
Hanumakonda,Parkal,08-Jul-22,24.7,30.8
Hanumakonda,Parkal,09-Jul-22,23.0,26.5
Hanumakonda,Parkal,10-Jul-22,23.1,25.3
Hanumakonda,Parkal,11-Jul-22,23.6,25.6
Hanumakonda,Parkal,12-Jul-22,23.0,25.9
Hanumakonda,Parkal,13-Jul-22,22.4,23.8
Hanumakonda,Parkal,14-Jul-22,22.6,27.0
Hanumakonda,Parkal,15-Jul-22,22.8,28.0
Hanumakonda,Parkal,16-Jul-22,25.4,32.9
Hanumakonda,Parkal,17-Jul-22,23.5,32.7
Hanumakonda,Parkal,18-Jul-22,23.0,27.8
Hanumakonda,Parkal,19-Jul-22,23.2,31.3
Hanumakonda,Parkal,20-Jul-22,24.4,33.1
Hanumakonda,Parkal,21-Jul-22,22.9,33.1
Hanumakonda,Parkal,22-Jul-22,25.2,30.4
Hanumakonda,Parkal,23-Jul-22,23.6,31.1
Hanumakonda,Parkal,24-Jul-22,24.2,28.2
Hanumakonda,Parkal,25-Jul-22,24.8,30.9
Hanumakonda,Parkal,26-Jul-22,24.9,32.8
Hanumakonda,Parkal,27-Jul-22,24.3,31.0
Hanumakonda,Parkal,28-Jul-22,26.2,33.9
Hanumakonda,Parkal,29-Jul-22,26.2,34.5
Hanumakonda,Parkal,30-Jul-22,24.9,32.9
Hanumakonda,Parkal,31-Jul-22,26.0,33.2
Hanumakonda,Shayampet,01-Jul-22,25.2,34.5
Hanumakonda,Shayampet,02-Jul-22,25.3,34.1
Hanumakonda,Shayampet,03-Jul-22,23.7,34.1
Hanumakonda,Shayampet,04-Jul-22,22.9,32.1
Hanumakonda,Shayampet,05-Jul-22,23.6,30.5
Hanumakonda,Shayampet,06-Jul-22,23.5,33.3
Hanumakonda,Shayampet,07-Jul-22,23.8,32.2
Hanumakonda,Shayampet,08-Jul-22,24.2,32.8
Hanumakonda,Shayampet,09-Jul-22,22.6,28.1
Hanumakonda,Shayampet,10-Jul-22,22.5,27.6
Hanumakonda,Shayampet,11-Jul-22,23.0,24.4
Hanumakonda,Shayampet,12-Jul-22,22.6,24.6
Hanumakonda,Shayampet,13-Jul-22,21.8,23.1
Hanumakonda,Shayampet,14-Jul-22,22.2,27.1
Hanumakonda,Shayampet,15-Jul-22,22.6,27.8
Hanumakonda,Shayampet,16-Jul-22,24.7,32.7
Hanumakonda,Shayampet,17-Jul-22,23.1,33.1
Hanumakonda,Shayampet,18-Jul-22,22.9,27.3
Hanumakonda,Shayampet,19-Jul-22,23.3,32.8
Hanumakonda,Shayampet,20-Jul-22,24.0,34.5
Hanumakonda,Shayampet,21-Jul-22,22.9,33.9
Hanumakonda,Shayampet,22-Jul-22,24.7,30.6
Hanumakonda,Shayampet,23-Jul-22,23.1,32.4
Hanumakonda,Shayampet,24-Jul-22,24.5,28.2
Hanumakonda,Shayampet,25-Jul-22,24.3,31.7
Hanumakonda,Shayampet,26-Jul-22,24.1,34.1
Hanumakonda,Shayampet,27-Jul-22,23.7,32.7
Hanumakonda,Shayampet,28-Jul-22,25.4,35.0
Hanumakonda,Shayampet,29-Jul-22,24.8,36.8
Hanumakonda,Shayampet,30-Jul-22,24.4,35.9
Hanumakonda,Shayampet,31-Jul-22,24.9,34.5
Hanumakonda,Velair,01-Jul-22,24.5,32.6
Hanumakonda,Velair,02-Jul-22,25.0,33.6
Hanumakonda,Velair,03-Jul-22,22.6,31.6
Hanumakonda,Velair,04-Jul-22,23.0,31.4
Hanumakonda,Velair,05-Jul-22,23.3,29.2
Hanumakonda,Velair,06-Jul-22,23.2,32.6
Hanumakonda,Velair,07-Jul-22,24.4,29.9
Hanumakonda,Velair,08-Jul-22,24.4,30.3
Hanumakonda,Velair,09-Jul-22,22.1,25.5
Hanumakonda,Velair,10-Jul-22,22.7,24.9
Hanumakonda,Velair,11-Jul-22,23.0,24.6
Hanumakonda,Velair,12-Jul-22,23.0,25.5
Hanumakonda,Velair,13-Jul-22,22.7,24.1
Hanumakonda,Velair,14-Jul-22,22.4,24.3
Hanumakonda,Velair,15-Jul-22,24.8,27.3
Hanumakonda,Velair,16-Jul-22,24.5,31.0
Hanumakonda,Velair,17-Jul-22,23.8,32.3
Hanumakonda,Velair,18-Jul-22,22.9,26.1
Hanumakonda,Velair,19-Jul-22,23.2,31.0
Hanumakonda,Velair,20-Jul-22,23.3,32.8
Hanumakonda,Velair,21-Jul-22,22.8,32.6
Hanumakonda,Velair,22-Jul-22,24.3,28.9
Hanumakonda,Velair,23-Jul-22,22.3,29.8
Hanumakonda,Velair,24-Jul-22,23.9,26.5
Hanumakonda,Velair,25-Jul-22,24.2,30.7
Hanumakonda,Velair,26-Jul-22,23.0,31.9
Hanumakonda,Velair,27-Jul-22,23.7,28.8
Hanumakonda,Velair,28-Jul-22,23.8,32.8
Hanumakonda,Velair,29-Jul-22,25.2,33.1
Hanumakonda,Velair,30-Jul-22,24.0,32.2
Hanumakonda,Velair,31-Jul-22,24.2,33.3
Hyderabad,Amberpet,01-Jul-22,25.1,32.7
Hyderabad,Amberpet,02-Jul-22,24.3,33.0
Hyderabad,Amberpet,03-Jul-22,25.6,31.3
Hyderabad,Amberpet,04-Jul-22,24.2,32.2
Hyderabad,Amberpet,05-Jul-22,24.2,30.8
Hyderabad,Amberpet,06-Jul-22,23.0,32.6
Hyderabad,Amberpet,07-Jul-22,24.5,28.6
Hyderabad,Amberpet,08-Jul-22,23.6,30.5
Hyderabad,Amberpet,09-Jul-22,21.9,25.9
Hyderabad,Amberpet,10-Jul-22,21.3,24.3
Hyderabad,Amberpet,11-Jul-22,22.2,25.0
Hyderabad,Amberpet,12-Jul-22,22.0,26.2
Hyderabad,Amberpet,13-Jul-22,21.5,24.2
Hyderabad,Amberpet,14-Jul-22,22.9,23.9
Hyderabad,Amberpet,15-Jul-22,23.7,26.1
Hyderabad,Amberpet,16-Jul-22,23.6,29.3
Hyderabad,Amberpet,17-Jul-22,24.1,32.0
Hyderabad,Amberpet,18-Jul-22,23.4,29.1
Hyderabad,Amberpet,19-Jul-22,23.1,29.3
Hyderabad,Amberpet,20-Jul-22,24.9,32.4
Hyderabad,Amberpet,21-Jul-22,25.8,32.7
Hyderabad,Amberpet,22-Jul-22,24.7,31.4
Hyderabad,Amberpet,23-Jul-22,22.4,26.2
Hyderabad,Amberpet,24-Jul-22,23.7,27.4
Hyderabad,Amberpet,25-Jul-22,23.2,28.6
Hyderabad,Amberpet,26-Jul-22,22.6,31.2
Hyderabad,Amberpet,27-Jul-22,23.4,26.5
Hyderabad,Amberpet,28-Jul-22,24.7,32.0
Hyderabad,Amberpet,29-Jul-22,24.9,32.4
Hyderabad,Amberpet,30-Jul-22,22.1,33.9
Hyderabad,Amberpet,31-Jul-22,24.7,32.8
Hyderabad,Ameerpet,01-Jul-22,24.4,32.3
Hyderabad,Ameerpet,02-Jul-22,23.6,32.4
Hyderabad,Ameerpet,03-Jul-22,24.8,30.9
Hyderabad,Ameerpet,04-Jul-22,23.2,31.6
Hyderabad,Ameerpet,05-Jul-22,23.5,30.3
Hyderabad,Ameerpet,06-Jul-22,22.2,32.7
Hyderabad,Ameerpet,07-Jul-22,24.0,30.4
Hyderabad,Ameerpet,08-Jul-22,23.0,30.1
Hyderabad,Ameerpet,09-Jul-22,21.7,27.6
Hyderabad,Ameerpet,10-Jul-22,21.1,25.6
Hyderabad,Ameerpet,11-Jul-22,22.3,25.5
Hyderabad,Ameerpet,12-Jul-22,21.5,28.1
Hyderabad,Ameerpet,13-Jul-22,21.0,25.5
Hyderabad,Ameerpet,14-Jul-22,22.1,25.6
Hyderabad,Ameerpet,15-Jul-22,23.3,23.9
Hyderabad,Ameerpet,16-Jul-22,22.9,30.3
Hyderabad,Ameerpet,17-Jul-22,23.3,32.5
Hyderabad,Ameerpet,18-Jul-22,22.6,28.6
Hyderabad,Ameerpet,19-Jul-22,23.0,29.7
Hyderabad,Ameerpet,20-Jul-22,24.1,32.7
Hyderabad,Ameerpet,21-Jul-22,25.1,32.9
Hyderabad,Ameerpet,22-Jul-22,24.0,32.3
Hyderabad,Ameerpet,23-Jul-22,21.8,25.9
Hyderabad,Ameerpet,24-Jul-22,23.0,27.8
Hyderabad,Ameerpet,25-Jul-22,22.4,30.1
Hyderabad,Ameerpet,26-Jul-22,22.5,32.8
Hyderabad,Ameerpet,27-Jul-22,22.9,27.9
Hyderabad,Ameerpet,28-Jul-22,24.1,30.8
Hyderabad,Ameerpet,29-Jul-22,23.4,34.9
Hyderabad,Ameerpet,30-Jul-22,21.8,32.5
Hyderabad,Ameerpet,31-Jul-22,24.5,32.8
Hyderabad,Asifnagar,01-Jul-22,24.4,33.0
Hyderabad,Asifnagar,02-Jul-22,24.0,33.0
Hyderabad,Asifnagar,03-Jul-22,25.2,31.4
Hyderabad,Asifnagar,04-Jul-22,23.4,32.4
Hyderabad,Asifnagar,05-Jul-22,23.6,31.3
Hyderabad,Asifnagar,06-Jul-22,22.3,32.8
Hyderabad,Asifnagar,07-Jul-22,24.0,28.5
Hyderabad,Asifnagar,08-Jul-22,22.9,30.7
Hyderabad,Asifnagar,09-Jul-22,21.5,25.9
Hyderabad,Asifnagar,10-Jul-22,21.0,24.2
Hyderabad,Asifnagar,11-Jul-22,21.7,24.8
Hyderabad,Asifnagar,12-Jul-22,21.6,25.9
Hyderabad,Asifnagar,13-Jul-22,20.9,24.1
Hyderabad,Asifnagar,14-Jul-22,22.2,23.7
Hyderabad,Asifnagar,15-Jul-22,23.0,25.6
Hyderabad,Asifnagar,16-Jul-22,22.8,28.7
Hyderabad,Asifnagar,17-Jul-22,23.5,32.2
Hyderabad,Asifnagar,18-Jul-22,22.9,28.9
Hyderabad,Asifnagar,19-Jul-22,23.2,29.0
Hyderabad,Asifnagar,20-Jul-22,24.0,32.7
Hyderabad,Asifnagar,21-Jul-22,25.0,32.9
Hyderabad,Asifnagar,22-Jul-22,24.2,31.9
Hyderabad,Asifnagar,23-Jul-22,21.9,26.4
Hyderabad,Asifnagar,24-Jul-22,23.0,27.2
Hyderabad,Asifnagar,25-Jul-22,22.6,28.5
Hyderabad,Asifnagar,26-Jul-22,22.2,31.1
Hyderabad,Asifnagar,27-Jul-22,22.7,26.7
Hyderabad,Asifnagar,28-Jul-22,23.9,31.0
Hyderabad,Asifnagar,29-Jul-22,23.5,32.9
Hyderabad,Asifnagar,30-Jul-22,22.3,33.0
Hyderabad,Asifnagar,31-Jul-22,24.2,33.5
Hyderabad,Bahadurpura,01-Jul-22,24.3,33.0
Hyderabad,Bahadurpura,02-Jul-22,23.7,32.9
Hyderabad,Bahadurpura,03-Jul-22,24.7,31.2
Hyderabad,Bahadurpura,04-Jul-22,23.2,32.7
Hyderabad,Bahadurpura,05-Jul-22,23.5,30.6
Hyderabad,Bahadurpura,06-Jul-22,22.3,32.3
Hyderabad,Bahadurpura,07-Jul-22,24.0,29.8
Hyderabad,Bahadurpura,08-Jul-22,23.0,31.2
Hyderabad,Bahadurpura,09-Jul-22,21.9,27.0
Hyderabad,Bahadurpura,10-Jul-22,21.5,25.7
Hyderabad,Bahadurpura,11-Jul-22,21.9,26.0
Hyderabad,Bahadurpura,12-Jul-22,21.9,28.5
Hyderabad,Bahadurpura,13-Jul-22,21.3,25.0
Hyderabad,Bahadurpura,14-Jul-22,22.3,26.6
Hyderabad,Bahadurpura,15-Jul-22,23.1,27.0
Hyderabad,Bahadurpura,16-Jul-22,23.1,30.4
Hyderabad,Bahadurpura,17-Jul-22,23.5,32.7
Hyderabad,Bahadurpura,18-Jul-22,23.1,29.2
Hyderabad,Bahadurpura,19-Jul-22,23.4,30.8
Hyderabad,Bahadurpura,20-Jul-22,23.9,32.9
Hyderabad,Bahadurpura,21-Jul-22,24.3,33.0
Hyderabad,Bahadurpura,22-Jul-22,24.3,32.8
Hyderabad,Bahadurpura,23-Jul-22,22.0,28.0
Hyderabad,Bahadurpura,24-Jul-22,23.3,28.7
Hyderabad,Bahadurpura,25-Jul-22,22.6,29.6
Hyderabad,Bahadurpura,26-Jul-22,22.4,32.0
Hyderabad,Bahadurpura,27-Jul-22,22.6,28.2
Hyderabad,Bahadurpura,28-Jul-22,24.2,32.4
Hyderabad,Bahadurpura,29-Jul-22,23.7,34.1
Hyderabad,Bahadurpura,30-Jul-22,23.0,34.4
Hyderabad,Bahadurpura,31-Jul-22,24.6,35.0
Hyderabad,Bandlaguda,01-Jul-22,24.3,33.0
Hyderabad,Bandlaguda,02-Jul-22,23.5,32.6
Hyderabad,Bandlaguda,03-Jul-22,25.0,31.1
Hyderabad,Bandlaguda,04-Jul-22,23.5,33.2
Hyderabad,Bandlaguda,05-Jul-22,23.7,30.8
Hyderabad,Bandlaguda,06-Jul-22,22.2,32.3
Hyderabad,Bandlaguda,07-Jul-22,24.0,27.8
Hyderabad,Bandlaguda,08-Jul-22,22.8,30.6
Hyderabad,Bandlaguda,09-Jul-22,21.8,25.6
Hyderabad,Bandlaguda,10-Jul-22,21.5,24.2
Hyderabad,Bandlaguda,11-Jul-22,21.9,25.0
Hyderabad,Bandlaguda,12-Jul-22,21.7,25.9
Hyderabad,Bandlaguda,13-Jul-22,21.2,24.1
Hyderabad,Bandlaguda,14-Jul-22,22.5,23.7
Hyderabad,Bandlaguda,15-Jul-22,23.2,25.7
Hyderabad,Bandlaguda,16-Jul-22,22.9,28.9
Hyderabad,Bandlaguda,17-Jul-22,23.5,31.2
Hyderabad,Bandlaguda,18-Jul-22,22.8,28.9
Hyderabad,Bandlaguda,19-Jul-22,23.2,29.1
Hyderabad,Bandlaguda,20-Jul-22,23.7,32.0
Hyderabad,Bandlaguda,21-Jul-22,24.8,32.7
Hyderabad,Bandlaguda,22-Jul-22,24.1,31.4
Hyderabad,Bandlaguda,23-Jul-22,21.9,26.1
Hyderabad,Bandlaguda,24-Jul-22,22.8,27.1
Hyderabad,Bandlaguda,25-Jul-22,22.4,28.5
Hyderabad,Bandlaguda,26-Jul-22,22.4,30.9
Hyderabad,Bandlaguda,27-Jul-22,22.4,26.5
Hyderabad,Bandlaguda,28-Jul-22,24.2,31.2
Hyderabad,Bandlaguda,29-Jul-22,23.8,32.1
Hyderabad,Bandlaguda,30-Jul-22,22.5,33.2
Hyderabad,Bandlaguda,31-Jul-22,24.5,33.0
Hyderabad,Charminar,01-Jul-22,24.8,32.6
Hyderabad,Charminar,02-Jul-22,24.4,33.0
Hyderabad,Charminar,03-Jul-22,25.4,31.7
Hyderabad,Charminar,04-Jul-22,23.6,32.5
Hyderabad,Charminar,05-Jul-22,24.0,31.3
Hyderabad,Charminar,06-Jul-22,23.0,32.5
Hyderabad,Charminar,07-Jul-22,24.5,28.9
Hyderabad,Charminar,08-Jul-22,23.3,30.5
Hyderabad,Charminar,09-Jul-22,22.0,25.8
Hyderabad,Charminar,10-Jul-22,21.4,24.3
Hyderabad,Charminar,11-Jul-22,22.0,25.1
